Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,25.784306653626007,28.195521125516798,29.957697808471764,31.44098040176336
Entangled QFT,25.7880898705427,28.199536472755753,29.963697772636763,31.446683208286437
TEBD,24.48515500940489,26.60558810630554,28.245807385181287,29.702467189532122
Classical FFT,25.72178541489138,28.119888026951692,29.870343904637515,31.34423931677075
