Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.6984870275487189,0.7726895966997036,0.8129165556154503,0.8399268663210504
Entangled QFT,0.6986874710258468,0.7727458269259406,0.8131750366669181,0.8401580852824966
TEBD,0.6143358672163228,0.6851389768010283,0.7294062186885598,0.764731516602038
Classical FFT,0.6905741576113538,0.7648388495266667,0.8061260596089602,0.8333463225950088
