Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.7664718534457239,0.8080446004300141,0.8340177394726807,0.8521074601186465
Entangled QFT,0.7663188475258986,0.8080650691753595,0.8338914686635961,0.8520924193457383
TEBD,0.7160436998668146,0.7635325806874493,0.7973923319750587,0.8245643766491006
Classical FFT,0.7577316671864558,0.7992055167370722,0.8244542835742786,0.8428506754345596
