Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.0015296528960961348,0.0010407619282508398,0.0007872623688693168,0.0006196979072926751
Entangled QFT,0.001530061310913078,0.0010409809300425735,0.0007874829726162006,0.0006198856155228481
TEBD,0.0017567641230169717,0.0011620459081901429,0.0008435290601805279,0.0006334831434171039
Classical FFT,0.0015561651216571956,0.0010631304181757733,0.0008095912013175411,0.0006407540547085479
