Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.0024400480125925683,0.0015782350033344806,0.0011362099737227953,0.0008515069827298568
Entangled QFT,0.002334609090362729,0.0014910937037831073,0.001059866825483108,0.0007838736410614766
TEBD,0.0022241444079870378,0.001294524337271909,0.0008374979512416233,0.0005652975432674771
Classical FFT,0.0027441235600373978,0.001884603382408638,0.001430947531646051,0.0011280392890252093
