Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,15.37117428024198,17.40070106058736,19.131556668733506,20.67122916691121
Entangled QFT,15.381824836687796,17.420943862410386,19.150694544023235,20.702557806866817
TEBD,15.30552122574304,17.312983700172605,19.021029632306693,20.56785402378822
Classical FFT,15.270630546974994,17.26905804550435,18.99304428168648,20.49628428661207
