Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.376276460586602,0.4564088253878385,0.5026408421071314,0.5381681031451019
Entangled QFT,0.3785047114478215,0.45815787450723633,0.5048249229013522,0.5412912512253254
TEBD,0.40018693925835797,0.47767259857843053,0.5228932469873098,0.5605068991957134
Classical FFT,0.3634465723754509,0.4439711102920342,0.4899414581606402,0.5260643357796623
