Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.02999348259555397,0.018867953671461334,0.012700151902149627,0.008919857445791206
Entangled QFT,0.029922099228658513,0.018789955155158064,0.012644199100607274,0.008853911018771624
TEBD,0.03028406657116245,0.019223857052165304,0.013017436286008457,0.009145762583233257
Classical FFT,0.030692517246772057,0.01943464233135426,0.013098769747112118,0.009274096354995584
