Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.73481308489149,0.8024771201947448,0.8420272855779902,0.8701370986392055
Entangled QFT,0.749455019191409,0.8172109363904037,0.856508385215585,0.8838590571064974
TEBD,0.7668632516976018,0.8387609259029725,0.8807804073685708,0.9097750564843747
Classical FFT,0.6958879292068562,0.7595396400834747,0.7979907953307546,0.8255207168778077
