Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.026570785805686364,0.016753654610366236,0.011312941294634667,0.008055986383975762
Entangled QFT,0.026554387956364986,0.016748008706018343,0.011333377681891268,0.008068044967868733
TEBD,0.028006089338974284,0.01777690002413542,0.011895845164777551,0.008332805197330803
Classical FFT,0.026984348832092428,0.017056995938490728,0.011451082468173663,0.008157668893910609
