Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.7768383132382948,0.8548170914535216,0.8960466178702873,0.9223052043512076
Entangled QFT,0.7702867651745805,0.8488619994554811,0.8908652323759667,0.9178737289700888
TEBD,0.7767401168806587,0.8532559205074003,0.8954067215600331,0.9230801538551587
Classical FFT,0.7287960325415134,0.8088604005981902,0.8547040855231017,0.8855177255115873
