Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.002120131082736607,0.001218781620168529,0.0008038346894161,0.0005611267123657688
Entangled QFT,0.002169405266005197,0.0012538853390846522,0.0008309863725818844,0.0005826509423499803
TEBD,0.0022453594650959957,0.0012685852081748994,0.0008104668301825513,0.0005439351486948427
Classical FFT,0.0025090573836406426,0.0015361013043323263,0.0010657662943853805,0.0007789572152829736
