Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,0.35795377085785585,0.4434737038858889,0.502754952118944,0.5328481255708659
Entangled QFT,0.3657034235632881,0.44315305612588524,0.5026841479390464,0.5357296588188656
TEBD,0.36080522460173525,0.43626840646593024,0.48524194541219945,0.5361237870626281
Classical FFT,0.34421099258999854,0.440799267854209,0.4942087630250598,0.5251415627021594
