Basis,5%_kept,10%_kept,15%_kept,20%_kept
QFT,15.760401858254077,17.762589507469713,19.46590937678564,20.93932680157026
Entangled QFT,15.764368369615825,17.764062279137903,19.458191566580112,20.932723182987534
TEBD,15.534278285500788,17.503633117341096,19.24607204606206,20.792550477304243
Classical FFT,15.695694833107776,17.683986528420075,19.41201889487864,20.88444500173673
